,Unnamed: 0,id,label,text,tokens,stems,lemmas
755,755,771093303995600898,N,jl blanco gracias información parece olor ha cesado pasó hora,"['jl', 'blanco', 'gracias', 'información', 'parece', 'olor', 'ha', 'cesado', 'pasó', 'hora']","['jl', 'blanc', 'graci', 'inform', 'parec', 'olor', 'ha', 'ces', 'pas', 'hor']","['jl', 'blanco', 'gracias', 'información', 'parecer', 'olor', 'haber', 'cesar', 'pasar', 'hora']"
756,756,771092584538120194,NEU,paco pinero ya te digo me encantaría tener esta conversación contigo circunstancias,"['paco', 'pinero', 'ya', 'te', 'digo', 'me', 'encantaría', 'tener', 'esta', 'conversación', 'contigo', 'circunstancias']","['pac', 'piner', 'ya', 'te', 'dig', 'me', 'encant', 'ten', 'esta', 'convers', 'contig', 'circunst']","['paco', 'pinero', 'ya', 'decir', 'encantar', 'tener', 'este', 'conversación', 'contigo', 'circunstancia']"
757,757,771094297307389956,NONE,investidurarajotv madre¡¡¡ joantarda ya regreso del viaje astral¡¡ del eajpnv del interestelar¡¡,"['investidurarajotv', 'madre', 'joantarda', 'ya', 'regreso', 'del', 'viaje', 'astral', 'del', 'eajpnv', 'del', 'interestelar']","['investidurarajotv', 'madr', 'joantard', 'ya', 'regres', 'del', 'viaj', 'astral', 'del', 'eajpnv', 'del', 'interestel']","['investidurarajotv', 'madre', '¡', '¡', '¡', 'joantardar', 'ya', 'regreso', 'del', 'viaje', 'astral', '¡', '¡', 'del', 'eajpnv', 'del', 'interestelar', '¡', '¡']"
758,758,771094133805023233,NEU,hay respetar las posturas todo mundo frente a las situaciones presentan algo todos iguales,"['hay', 'respetar', 'las', 'posturas', 'todo', 'mundo', 'frente', 'a', 'las', 'situaciones', 'presentan', 'algo', 'todos', 'iguales']","['hay', 'respet', 'las', 'postur', 'tod', 'mund', 'frent', 'a', 'las', 'situacion', 'present', 'algo', 'tod', 'igual']","['haber', 'respetar', 'el', 'postura', 'mundo', 'frente', 'a', 'el', 'situación', 'presentar', 'igual']"
759,759,771116409241894913,NONE,marulango apuntaba ángulo correcto a superficie reflectora científicamente sí,"['marulango', 'apuntaba', 'ángulo', 'correcto', 'a', 'superficie', 'reflectora', 'científicamente', 'sí']","['marulang', 'apunt', 'angul', 'correct', 'a', 'superfici', 'reflector', 'cientif', 'si']","['marulango', 'apuntar', 'ángulo', 'correcto', 'a', 'superficie', 'reflectoro', 'científicamente', 'sí']"
760,760,771114527299690496,NEU,paulakuyen pollito de frente tu pelo eres mis mejores amigas no mereces estar mal compañera pastel,"['paulakuyen', 'pollito', 'de', 'frente', 'tu', 'pelo', 'eres', 'mis', 'mejores', 'amigas', 'no', 'mereces', 'estar', 'mal', 'compañera', 'pastel']","['paulaku', 'pollit', 'de', 'frent', 'tu', 'pel', 'eres', 'mis', 'mejor', 'amig', 'no', 'merec', 'estar', 'mal', 'compañer', 'pastel']","['paulakuir', 'pollito', 'de', 'frente', 'tu', 'pelo', 'ser', 'mi', 'mejor', 'amiga', 'no', 'merez', 'estar', 'mal', 'compañera', 'pastel']"
761,761,771114274387267584,P,jc pblanco ya va me gustó igual siento sino blme está bien adaptado o libros sparks,"['jc', 'pblanco', 'ya', 'va', 'me', 'gustó', 'igual', 'siento', 'sino', 'blme', 'está', 'bien', 'adaptado', 'o', 'libros', 'sparks']","['jc', 'pblanc', 'ya', 'va', 'me', 'gust', 'igual', 'sient', 'sin', 'blme', 'esta', 'bien', 'adapt', 'o', 'libr', 'sparks']","['jc', 'pblanco', 'ya', 'ir', 'gustar', 'igual', 'sentir', 'sino', 'blme', 'estar', 'bien', 'adaptado', 'o', 'libro', 'sparks']"
762,762,771118203661586432,N,odio día tras día muerte su hermana muerte su amiga divorcio padres cuando pequeña lupus etc,"['odio', 'día', 'tras', 'día', 'muerte', 'su', 'hermana', 'muerte', 'su', 'amiga', 'divorcio', 'padres', 'cuando', 'pequeña', 'lupus', 'etc']","['odi', 'dia', 'tras', 'dia', 'muert', 'su', 'herman', 'muert', 'su', 'amig', 'divorci', 'padr', 'cuand', 'pequeñ', 'lupus', 'etc']","['odiar', 'día', 'tras', 'día', 'muerte', 'su', 'hermana', 'muerte', 'su', 'amiga', 'divorcio', 'padre', 'cuando', 'pequeño', 'lupus', 'etc']"
763,763,771117405460369413,N,viko lh mira hijo puta me cago tu puta madre jajajajajajajjaajaja ya podré ir  ya,"['viko', 'lh', 'mira', 'hijo', 'puta', 'me', 'cago', 'tu', 'puta', 'madre', 'jajajajajajajjaajaja', 'ya', 'podré', 'ir', 'ya']","['vik', 'lh', 'mir', 'hij', 'put', 'me', 'cag', 'tu', 'put', 'madr', 'jajajajajajajjaajaj', 'ya', 'podr', 'ir', 'ya']","['viko', 'lh', 'mira', 'hijo', 'puta', 'caer', 'tu', 'puta', 'madre', 'jajajajajajajjaajajar', 'ya', 'poder', 'ir', ' ', 'ya']"
764,764,771118596969857024,NEU,amuntvalencia  te preocupes como hay tanta mala baba twitter pensaba había sido eso,"['amuntvalencia', 'te', 'preocupes', 'como', 'hay', 'tanta', 'mala', 'baba', 'twitter', 'pensaba', 'había', 'sido', 'eso']","['amuntvalent', 'te', 'preocup', 'com', 'hay', 'tant', 'mal', 'bab', 'twitt', 'pens', 'hab', 'sid', 'eso']","['amuntvalencio', ' ', 'preocupser', 'como', 'haber', 'tanto', 'malo', 'bar', 'twitter', 'pensar', 'haber', 'ser']"
765,765,770554536767414272,NONE,darthmagnus will en marea mahou es tan evidente verdad hacía falta cierto,"['darthmagnus', 'will', 'en', 'marea', 'mahou', 'es', 'tan', 'evidente', 'verdad', 'hacía', 'falta', 'cierto']","['darthmagnus', 'will', 'en', 'mare', 'mahou', 'es', 'tan', 'evident', 'verd', 'hac', 'falt', 'ciert']","['darthmagnus', 'will', 'en', 'marea', 'mahou', 'ser', 'tanto', 'evidente', 'verdad', 'hacer', 'falta', 'cierto']"
766,766,770553276894961664,N,yoohookane stellone cthun eres sinvergüenzahay ke dormir masyo he dormio  porke tengo legion hasta hoy,"['yoohookane', 'stellone', 'cthun', 'eres', 'sinvergüenzahay', 'ke', 'dormir', 'masyo', 'he', 'dormio', 'porke', 'tengo', 'legion', 'hasta', 'hoy']","['yoohookan', 'stellon', 'cthun', 'eres', 'sinvergüenzahay', 'ke', 'dorm', 'masy', 'he', 'dormi', 'pork', 'teng', 'legion', 'hast', 'hoy']","['yoohookane', 'stellone', 'cthun', 'ser', 'sinvergüenzahay', 'ke', 'dormir', 'masyo', 'haber', 'dormio', ' ', 'porke', 'tener', 'legion', 'hasta', 'hoy']"
767,767,770551042639626240,P,jvsantacreu experta rosa freir huevos parecen gemelos a mí me salen tan iguales,"['jvsantacreu', 'experta', 'rosa', 'freir', 'huevos', 'parecen', 'gemelos', 'a', 'mí', 'me', 'salen', 'tan', 'iguales']","['jvsantacreu', 'expert', 'ros', 'fre', 'huev', 'parec', 'gemel', 'a', 'mi', 'me', 'sal', 'tan', 'igual']","['jvsantacreu', 'experta', 'rosa', 'freir', 'huevo', 'parecer', 'gemelo', 'a', 'salir', 'tanto', 'igual']"
768,768,770550930534170624,P,días magaluf  señal de aprobación con la mano tono de piel clarobotón de marca de verificación • bhmallorca • bhmallorcamagaluf mallorca island summer… httpstcoamanssdaxi,"['días', 'magaluf', 'señal', 'de', 'aprobación', 'con', 'la', 'mano', 'tono', 'de', 'piel', 'clarobotón', 'de', 'marca', 'de', 'verificación', 'bhmallorca', 'bhmallorcamagaluf', 'mallorca', 'island', 'summer', 'httpstcoamanssdaxi']","['dias', 'magaluf', 'señal', 'de', 'aprob', 'con', 'la', 'man', 'ton', 'de', 'piel', 'claroboton', 'de', 'marc', 'de', 'verif', 'bhmallorc', 'bhmallorcamagaluf', 'mallorc', 'island', 'summ', 'httpstcoamanssdaxi']","['día', 'magaluf', ' ', 'señal', 'de', 'aprobación', 'con', 'el', 'mano', 'tono', 'de', 'piel', 'clarobotón', 'de', 'marca', 'de', 'verificación', '•', 'bhmallorca', '•', 'bhmallorcamagaluf', 'mallorca', 'island', 'summer', '…', 'httpstcoamanssdaxi']"
769,769,770550385404678144,N,he soñado cosa muy rara personajes pll como estaba real life conocia a shay a lucy,"['he', 'soñado', 'cosa', 'muy', 'rara', 'personajes', 'pll', 'como', 'estaba', 'real', 'life', 'conocia', 'a', 'shay', 'a', 'lucy']","['he', 'soñ', 'cos', 'muy', 'rar', 'personaj', 'pll', 'com', 'estab', 'real', 'lif', 'conoci', 'a', 'shay', 'a', 'lucy']","['haber', 'soñar', 'cosa', 'mucho', 'raro', 'personaje', 'pll', 'como', 'estar', 'real', 'life', 'conociar', 'a', 'shay', 'a', 'lucy']"
770,770,770559192109289472,N,días eslosiguiente  siguiente triste abatido ánimo siempre llueve escampa,"['días', 'eslosiguiente', 'siguiente', 'triste', 'abatido', 'ánimo', 'siempre', 'llueve', 'escampa']","['dias', 'eslosiguient', 'siguient', 'trist', 'abat', 'anim', 'siempr', 'lluev', 'escamp']","['día', 'eslosiguiente', ' ', 'siguiente', 'triste', 'abatido', 'ánimo', 'siempre', 'llover', 'escampa']"
771,771,770555299581292545,NONE,maaj estate atento a nuestras redes sociales para estar informado las fechas sitios gracias escribirnos,"['maaj', 'estate', 'atento', 'a', 'nuestras', 'redes', 'sociales', 'para', 'estar', 'informado', 'las', 'fechas', 'sitios', 'gracias', 'escribirnos']","['maaj', 'estat', 'atent', 'a', 'nuestr', 'red', 'social', 'par', 'estar', 'inform', 'las', 'fech', 'siti', 'graci', 'escrib']","['maaj', 'estate', 'atento', 'a', 'nuestro', 'red', 'social', 'para', 'estar', 'informado', 'el', 'fecha', 'sitio', 'gracias', 'escribirnos']"
772,772,770526799730270208,NONE,ikutram tocamates carmenagustin  seguro me olvidan también os puede interesar para vuestro instituto o facultad univ,"['ikutram', 'tocamates', 'carmenagustin', 'seguro', 'me', 'olvidan', 'también', 'os', 'puede', 'interesar', 'para', 'vuestro', 'instituto', 'o', 'facultad', 'univ']","['ikutram', 'tocamat', 'carmenagustin', 'segur', 'me', 'olvid', 'tambien', 'os', 'pued', 'interes', 'par', 'vuestr', 'institut', 'o', 'facult', 'univ']","['ikutram', 'tocamat', 'carmenagustin', ' ', 'seguro', 'olvidar', 'también', 'poder', 'interesar', 'para', 'vuestro', 'instituto', 'o', 'facultad', 'univ']"
773,773,770522970100031488,NONE,soy essiesenna este número teléfono finlandés ya puedes borrar inglés la abuela piensa era niña  años,"['soy', 'essiesenna', 'este', 'número', 'teléfono', 'finlandés', 'ya', 'puedes', 'borrar', 'inglés', 'la', 'abuela', 'piensa', 'era', 'niña', 'años']","['soy', 'essiesenn', 'este', 'numer', 'telefon', 'finlandes', 'ya', 'pued', 'borr', 'ingles', 'la', 'abuel', 'piens', 'era', 'niñ', 'años']","['ser', 'essiesenna', 'este', 'número', 'teléfono', 'finlandés', 'ya', 'poder', 'borrar', 'inglés', 'el', 'abuela', 'pensar', 'ser', 'niña', ' ', 'año']"
774,774,770521502634639360,NONE,días felizmartes cuántos vosotros llegáis al final vuestras vacaciones cuántos las tenéis a vuelta esquina,"['días', 'felizmartes', 'cuántos', 'vosotros', 'llegáis', 'al', 'final', 'vuestras', 'vacaciones', 'cuántos', 'las', 'tenéis', 'a', 'vuelta', 'esquina']","['dias', 'felizmart', 'cuant', 'vosotr', 'lleg', 'al', 'final', 'vuestr', 'vacacion', 'cuant', 'las', 'ten', 'a', 'vuelt', 'esquin']","['día', 'felizmart', 'vosotro', 'llegáis', 'al', 'final', 'vacación', 'tenéis', 'a', 'vuelta', 'esquina']"
775,775,770520720099176448,N,escolano és lastima tiene muy buenas ideas diseño al pasar java rinden guaypero microsoft cosas,"['escolano', 'és', 'lastima', 'tiene', 'muy', 'buenas', 'ideas', 'diseño', 'al', 'pasar', 'java', 'rinden', 'guaypero', 'microsoft', 'cosas']","['escolan', 'es', 'lastim', 'tien', 'muy', 'buen', 'ide', 'diseñ', 'al', 'pas', 'jav', 'rind', 'guayper', 'microsoft', 'cos']","['escolano', 'és', 'lastima', 'tener', 'mucho', 'buena', 'idea', 'diseño', 'al', 'pasar', 'java', 'rendir', 'guaypero', 'microsoft', 'cosa']"
776,776,770471105131929600,P,nuevo trailer pokemongo minecraft espero os gusten las pokecasas os las imaginabais así dentro httpstcodshoei,"['nuevo', 'trailer', 'pokemongo', 'minecraft', 'espero', 'os', 'gusten', 'las', 'pokecasas', 'os', 'las', 'imaginabais', 'así', 'dentro', 'httpstcodshoei']","['nuev', 'trail', 'pokemong', 'minecraft', 'esper', 'os', 'gust', 'las', 'pokecas', 'os', 'las', 'imagin', 'asi', 'dentr', 'httpstcodshoei']","['nuevo', 'trailer', 'pokemongo', 'minecraft', 'esperar', 'gustar', 'el', 'pokecasa', 'el', 'imaginabai', 'así', 'dentro', 'httpstcodshoei']"
777,777,770548468347699200,P,han llegado las primeras granadas primera ensalada tintes otoñales cae hoy eco… httpstcodicrghwex,"['han', 'llegado', 'las', 'primeras', 'granadas', 'primera', 'ensalada', 'tintes', 'otoñales', 'cae', 'hoy', 'eco', 'httpstcodicrghwex']","['han', 'lleg', 'las', 'primer', 'gran', 'primer', 'ensal', 'tint', 'otoñal', 'cae', 'hoy', 'eco', 'httpstcodicrghwex']","['haber', 'llegar', 'el', 'primero', 'granada', 'primero', 'ensalado', 'tinte', 'otoñal', 'caer', 'hoy', 'eco', '…', 'httpstcodicrghwex']"
778,778,770547133846024192,NEU,julwiki sabía remasterizada parecía a primera temporada falcon crest,"['julwiki', 'sabía', 'remasterizada', 'parecía', 'a', 'primera', 'temporada', 'falcon', 'crest']","['julwiki', 'sab', 'remasteriz', 'parec', 'a', 'primer', 'tempor', 'falcon', 'crest']","['julwiki', 'saber', 'remasterizado', 'parecer', 'a', 'primero', 'temporada', 'falcon', 'crest']"
779,779,770033138819104768,N, artificialred  gracias tocaya pero da rabia extremo otro si hay machismo voy a ser primera va,"['artificialred', 'gracias', 'tocaya', 'pero', 'da', 'rabia', 'extremo', 'otro', 'si', 'hay', 'machismo', 'voy', 'a', 'ser', 'primera', 'va']","['artificialr', 'graci', 'tocay', 'per', 'da', 'rabi', 'extrem', 'otro', 'si', 'hay', 'machism', 'voy', 'a', 'ser', 'primer', 'va']","[' ', 'artificialred', ' ', 'gracias', 'tocaya', 'pero', 'dar', 'rabia', 'extremo', 'otro', 'si', 'haber', 'machismo', 'ir', 'a', 'ser', 'primero', 'ir']"
780,780,769977731295698944,P,novatillototal ahora escribo las cartas seprona no qué suerte me han cuidado pepito muy bien,"['novatillototal', 'ahora', 'escribo', 'las', 'cartas', 'seprona', 'no', 'qué', 'suerte', 'me', 'han', 'cuidado', 'pepito', 'muy', 'bien']","['novatillototal', 'ahor', 'escrib', 'las', 'cart', 'sepron', 'no', 'que', 'suert', 'me', 'han', 'cuid', 'pepit', 'muy', 'bien']","['novatillototal', 'ahora', 'escribir', 'el', 'carta', 'seprona', 'no', 'qué', 'suerte', 'haber', 'cuidar', 'pepito', 'mucho', 'bien']"
781,781,769980188188901379,NONE,anniebooksx pues quiero verla quiero leerme libro tengo pendientecara lanzando un beso,"['anniebooksx', 'pues', 'quiero', 'verla', 'quiero', 'leerme', 'libro', 'tengo', 'pendientecara', 'lanzando', 'un', 'beso']","['anniebooksx', 'pues', 'quier', 'verl', 'quier', 'leerm', 'libr', 'teng', 'pendientec', 'lanz', 'un', 'bes']","['anniebooksx', 'pues', 'querer', 'ver él', 'querer', 'leerme', 'libro', 'tener', 'pendientecara', 'lanzar', 'uno', 'beso']"
782,782,769980058761068547,P,ranlun odisea uno mis libros favoritos shakespeare me encanta hamlet,"['ranlun', 'odisea', 'uno', 'mis', 'libros', 'favoritos', 'shakespeare', 'me', 'encanta', 'hamlet']","['ranlun', 'odise', 'uno', 'mis', 'libr', 'favorit', 'shakespear', 'me', 'encant', 'hamlet']","['ranlun', 'odisea', 'mi', 'libro', 'favorito', 'shakespeare', 'encantar', 'hamlet']"
783,783,769979431163224064,P,silversunrhythm bueno miserables libro pesado o silmarillion amo dos así valdrá pena,"['silversunrhythm', 'bueno', 'miserables', 'libro', 'pesado', 'o', 'silmarillion', 'amo', 'dos', 'así', 'valdrá', 'pena']","['silversunrhythm', 'buen', 'miser', 'libr', 'pes', 'o', 'silmarillion', 'amo', 'dos', 'asi', 'valdr', 'pen']","['silversunrhythm', 'bueno', 'miserable', 'libro', 'pesado', 'o', 'silmarillion', 'amar', 'dos', 'así', 'valer', 'pena']"
784,784,770055276242305026,P,hausofmai julenfenty ha sido genial conocerte maite te quiero mucho serio monada chica,"['hausofmai', 'julenfenty', 'ha', 'sido', 'genial', 'conocerte', 'maite', 'te', 'quiero', 'mucho', 'serio', 'monada', 'chica']","['hausofmai', 'julenfenty', 'ha', 'sid', 'genial', 'conocert', 'mait', 'te', 'quier', 'much', 'seri', 'mon', 'chic']","['hausofmai', 'julenfenty', 'haber', 'ser', 'genial', 'conocer tú', 'maite', 'querer', 'mucho', 'serio', 'monado', 'chica']"
785,785,770219445272936448,N,hoy me han traído a perra después seis días verla está to nerviosa más delgada,"['hoy', 'me', 'han', 'traído', 'a', 'perra', 'después', 'seis', 'días', 'verla', 'está', 'to', 'nerviosa', 'más', 'delgada']","['hoy', 'me', 'han', 'traid', 'a', 'perr', 'despues', 'seis', 'dias', 'verl', 'esta', 'to', 'nervios', 'mas', 'delg']","['hoy', 'haber', 'traer', 'a', 'perra', 'después', 'seis', 'día', 'ver él', 'estar', 'to', 'nervioso', 'más', 'delgado']"
786,786,770191925852966912,P,dreamer para siempre officialcritika officialsaik os quiero chicos quier abrazaros httpstcooldfpqcd,"['dreamer', 'para', 'siempre', 'officialcritika', 'officialsaik', 'os', 'quiero', 'chicos', 'quier', 'abrazaros', 'httpstcooldfpqcd']","['dream', 'par', 'siempr', 'officialcritik', 'officialsaik', 'os', 'quier', 'chic', 'qui', 'abrazar', 'httpstcooldfpqcd']","['dreamer', 'para', 'siempre', 'officialcritika', 'officialsaik', 'querer', 'chico', 'quier', 'abrazaro', 'httpstcooldfpqcd']"
787,787,770189160917458944,P,josey dani ¡qué pintaza tanto chistorra como lomo son productos deliciosos probaremos vuestra sugerencia frío bocadillo,"['josey', 'dani', 'qué', 'pintaza', 'tanto', 'chistorra', 'como', 'lomo', 'son', 'productos', 'deliciosos', 'probaremos', 'vuestra', 'sugerencia', 'frío', 'bocadillo']","['josey', 'dani', 'que', 'pintaz', 'tant', 'chistorr', 'com', 'lom', 'son', 'product', 'delici', 'prob', 'vuestr', 'sugerent', 'fri', 'bocadill']","['josey', 'dani', '¡', 'pintazar', 'tanto', 'chistorra', 'como', 'lomo', 'ser', 'producto', 'delicioso', 'probar', 'vuestro', 'sugerencia', 'frío', 'bocadillo']"
788,788,770189062565158912,NEU,teogarciaegea paconadal nuevo encantado a me gustan esos titulares tendenciosos opuestos saludos,"['teogarciaegea', 'paconadal', 'nuevo', 'encantado', 'a', 'me', 'gustan', 'esos', 'titulares', 'tendenciosos', 'opuestos', 'saludos']","['teogarciaege', 'paconadal', 'nuev', 'encant', 'a', 'me', 'gust', 'esos', 'titular', 'tendenci', 'opuest', 'salud']","['teogarciaegea', 'paconadal', 'nuevo', 'encantado', 'a', 'gustar', 'ese', 'titular', 'tendencioso', 'opuesto', 'saludo']"
789,789,770188846793367553,NONE,teogarciaegea paconadal esto mero ej complejos son ecosistemas eutrofiz como para reducirlos a hay  peces,"['teogarciaegea', 'paconadal', 'esto', 'mero', 'ej', 'complejos', 'son', 'ecosistemas', 'eutrofiz', 'como', 'para', 'reducirlos', 'a', 'hay', 'peces']","['teogarciaege', 'paconadal', 'esto', 'mer', 'ej', 'complej', 'son', 'ecosistem', 'eutrofiz', 'com', 'par', 'reduc', 'a', 'hay', 'pec']","['teogarciaegea', 'paconadal', 'mero', 'ej', 'complejo', 'ser', 'ecosistema', 'eutrofiz', 'como', 'para', 'reducir él', 'a', 'haber', ' ', 'pez']"
790,790,770188631818563584,N,candiecita tanto tiempo siguiéndote leyendo las cosas bonitas q ponías ahora ya me dejas,"['candiecita', 'tanto', 'tiempo', 'siguiéndote', 'leyendo', 'las', 'cosas', 'bonitas', 'q', 'ponías', 'ahora', 'ya', 'me', 'dejas']","['candiecit', 'tant', 'tiemp', 'siguiendot', 'leyend', 'las', 'cos', 'bonit', 'q', 'pon', 'ahor', 'ya', 'me', 'dej']","['candiecitir', 'tanto', 'tiempo', 'siguiéndotar', 'leer', 'el', 'cosa', 'bonito', 'q', 'ponías', 'ahora', 'ya', 'dejar']"
791,791,770225071218626560,P,especulacioncp échate años aprendiendo practicando ser título,"['especulacioncp', 'échate', 'años', 'aprendiendo', 'practicando', 'ser', 'título']","['especulacioncp', 'echat', 'años', 'aprend', 'practic', 'ser', 'titul']","['especulacioncp', 'échate', 'año', 'aprender', 'practicar', 'ser', 'título']"
792,792,770224441838231552,NEU,donecperficiam ¿me dice garrullo llamándose domingo rlegaz ursulabayer gabrielrufian,"['donecperficiam', 'me', 'dice', 'garrullo', 'llamándose', 'domingo', 'rlegaz', 'ursulabayer', 'gabrielrufian']","['donecperficiam', 'me', 'dic', 'garrull', 'llam', 'doming', 'rlegaz', 'ursulabay', 'gabrielrufi']","['donecperficiam', '¿', 'decir', 'garrullo', 'llamar él', 'domingo', 'rlegaz', 'ursulabayer', 'gabrielrufian']"
793,793,770218009428389892,NONE,davidmaeztu notarioalcala ahurtadobueno josecarmelollb lacalledeladios a mí como a veces me piden la firma escaneada doc,"['davidmaeztu', 'notarioalcala', 'ahurtadobueno', 'josecarmelollb', 'lacalledeladios', 'a', 'mí', 'como', 'a', 'veces', 'me', 'piden', 'la', 'firma', 'escaneada', 'doc']","['davidmaeztu', 'notarioalcal', 'ahurtadobuen', 'josecarmelollb', 'lacalledeladi', 'a', 'mi', 'com', 'a', 'vec', 'me', 'pid', 'la', 'firm', 'escan', 'doc']","['davidmaeztu', 'notarioalcalar', 'ahurtadobueno', 'josecarmelollb', 'lacalledeladio', 'a', 'como', 'a', 'veces', 'pedir', 'el', 'firma', 'escaneado', 'doc']"
794,794,770216597592113152,N,raquel lpz hola raquel ya avisamos desgracia hubo cambio planes podrán venir  estamos intentándolo para ,"['raquel', 'lpz', 'hola', 'raquel', 'ya', 'avisamos', 'desgracia', 'hubo', 'cambio', 'planes', 'podrán', 'venir', 'estamos', 'intentándolo', 'para']","['raquel', 'lpz', 'hol', 'raquel', 'ya', 'avis', 'desgraci', 'hub', 'cambi', 'plan', 'podran', 'ven', 'estam', 'intent', 'par']","['raquel', 'lpz', 'hola', 'ya', 'avisar', 'desgracia', 'haber', 'cambio', 'plan', 'poder', 'venir', ' ', 'estar', 'intentándolo', 'para']"
795,795,770239405722374144,N,me duele mucho cabeza tio,"['me', 'duele', 'mucho', 'cabeza', 'tio']","['me', 'duel', 'much', 'cabez', 'tio']","['doler', 'mucho', 'cabeza', 'tio']"
796,796,770238107656589312,NEU,nereesantome nope respingona chiquitin bullying eso fue real para bonita ya estás tú nere ,"['nereesantome', 'nope', 'respingona', 'chiquitin', 'bullying', 'eso', 'fue', 'real', 'para', 'bonita', 'ya', 'estás', 'tú', 'nere']","['nereesantom', 'nop', 'respingon', 'chiquitin', 'bullying', 'eso', 'fue', 'real', 'par', 'bonit', 'ya', 'estas', 'tu', 'ner']","['nereesantome', 'nope', 'respingona', 'chiquitin', 'bullying', 'ser', 'real', 'para', 'bonito', 'ya', 'estar', 'nerir']"
797,797,770237198247559168,N,flyintothestorm selenepetalos mmmm yo te puedo nada supongo lógico sería tuvieran a,"['flyintothestorm', 'selenepetalos', 'mmmm', 'yo', 'te', 'puedo', 'nada', 'supongo', 'lógico', 'sería', 'tuvieran', 'a']","['flyintothestorm', 'selenepetal', 'mmmm', 'yo', 'te', 'pued', 'nad', 'supong', 'logic', 'ser', 'tuv', 'a']","['flyintothestorm', 'selenepetalos', 'mmmm', 'poder', 'suponer', 'lógico', 'ser', 'tener', 'a']"
798,798,770236842704826368,N,lionqueenofjah no egoístas distintas circunstancias intereses estamos todos socia cosa hacerse,"['lionqueenofjah', 'no', 'egoístas', 'distintas', 'circunstancias', 'intereses', 'estamos', 'todos', 'socia', 'cosa', 'hacerse']","['lionqueenofjah', 'no', 'egoist', 'distint', 'circunst', 'interes', 'estam', 'tod', 'soci', 'cos', 'hac']","['lionqueenofjah', 'no', 'egoísta', 'distinto', 'circunstancia', 'interés', 'estar', 'todo', 'socia', 'cosa', 'hacer él']"
799,799,770235663946018817,P,he capturado gimnasio pokemon go probable tarden minutos quitarmelo mola,"['he', 'capturado', 'gimnasio', 'pokemon', 'go', 'probable', 'tarden', 'minutos', 'quitarmelo', 'mola']","['he', 'captur', 'gimnasi', 'pokemon', 'go', 'probabl', 'tard', 'minut', 'quitarmel', 'mol']","['haber', 'capturar', 'gimnasio', 'pokemon', 'go', 'probable', 'tarden', 'minuto', 'quitarmelo', 'molar']"
800,800,770241117992386560,NONE,anayainfantil ayuntamientoibi bibliotecaibi sí perfecto duda si hay límites edad para presentarse al concurso gracias,"['anayainfantil', 'ayuntamientoibi', 'bibliotecaibi', 'sí', 'perfecto', 'duda', 'si', 'hay', 'límites', 'edad', 'para', 'presentarse', 'al', 'concurso', 'gracias']","['anayainfantil', 'ayuntamientoibi', 'bibliotecaibi', 'si', 'perfect', 'dud', 'si', 'hay', 'limit', 'edad', 'par', 'present', 'al', 'concurs', 'graci']","['anayainfantil', 'ayuntamientoibi', 'bibliotecaibi', 'perfecto', 'dudar', 'si', 'haber', 'límite', 'edad', 'para', 'presentar él', 'al', 'concurso', 'gracias']"
801,801,770240922361663488,N,me hubiera encantado contaros martirio san juan bautista como peli herodes salomépero me ha vida,"['me', 'hubiera', 'encantado', 'contaros', 'martirio', 'san', 'juan', 'bautista', 'como', 'peli', 'herodes', 'salomépero', 'me', 'ha', 'vida']","['me', 'hub', 'encant', 'contar', 'martiri', 'san', 'juan', 'bautist', 'com', 'peli', 'herod', 'salomeper', 'me', 'ha', 'vid']","['haber', 'encantar', 'contaros', 'martirio', 'san', 'juan', 'bautista', 'como', 'peli', 'herod', 'salomépero', 'haber', 'vida']"
802,802,770227005719715841,N,venga ya hombre jope tias yo quiero cosas intensas me hagais estas preguntas,"['venga', 'ya', 'hombre', 'jope', 'tias', 'yo', 'quiero', 'cosas', 'intensas', 'me', 'hagais', 'estas', 'preguntas']","['veng', 'ya', 'hombr', 'jop', 'tias', 'yo', 'quier', 'cos', 'intens', 'me', 'hagais', 'estas', 'pregunt']","['venir', 'ya', 'hombre', 'jope', 'tia', 'querer', 'cosa', 'intenso', 'hagais', 'este', 'pregunta']"
803,803,770226078535315456,N,quiero te fijes interior me pongo unas tetas talla cien escote más grande haya,"['quiero', 'te', 'fijes', 'interior', 'me', 'pongo', 'unas', 'tetas', 'talla', 'cien', 'escote', 'más', 'grande', 'haya']","['quier', 'te', 'fij', 'interior', 'me', 'pong', 'unas', 'tet', 'tall', 'cien', 'escot', 'mas', 'grand', 'hay']","['querer', 'fijser', 'interior', 'poner', 'uno', 'teta', 'talla', 'cien', 'escote', 'más', 'grande', 'haber']"
804,804,770215059247210496,N,manozom carisimolider justamente hilo empezó yo sostengo mason pésimo hh,"['manozom', 'carisimolider', 'justamente', 'hilo', 'empezó', 'yo', 'sostengo', 'mason', 'pésimo', 'hh']","['manozom', 'carisimolid', 'just', 'hil', 'empez', 'yo', 'sosteng', 'mason', 'pesim', 'hh']","['manozom', 'carisimolider', 'justamente', 'hilo', 'empezar', 'sostener', 'mason', 'pésimo', 'hh']"
